==59108== NVPROF is profiling process 59108, command: ./bitonic_profiling.out
==59108== Warning: Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==59108== Profiling application: ./bitonic_profiling.out
==59108== Profiling result:
==59108== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"sm_efficiency","Multiprocessor Activity",3.579944%,5.689774%,4.273848%
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"gld_efficiency","Global Memory Load Efficiency",25.000000%,100.000000%,77.884615%
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"gst_efficiency","Global Memory Store Efficiency",12.500000%,99.901575%,53.689717%
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"l2_l1_read_hit_rate","L2 Hit Rate (L1 Reads)",100.000000%,100.000000%,100.000000%
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"warp_execution_efficiency","Warp Execution Efficiency",58.451891%,100.000000%,90.416031%
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"inst_per_warp","Instructions per warp",35.328125,95.000000,63.006210
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"shared_load_transactions","Shared Load Transactions",0,0,0
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"shared_store_transactions","Shared Store Transactions",0,0,0
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"gld_transactions","Global Load Transactions",128,512,242
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"gst_transactions","Global Store Transactions",38,512,209
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"l1_shared_utilization","L1/Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"dram_utilization","Device Memory Utilization","Low (1)","Low (1)","Low (1)"
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"alu_fu_utilization","Arithmetic Function Unit Utilization","Low (2)","Mid (4)","Low (3)"
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"cf_executed","Executed Control-Flow Instructions",320,640,417
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"ldst_executed","Executed Load/Store Instructions",224,512,299
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"inst_executed","Instructions Executed",2261,6080,4032
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"issue_slots","Issue Slots",2206,6299,4009
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"inst_fp_32","FP Instructions(Single)",1,2048,1944
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"inst_integer","Integer Instructions",36876,63487,60770
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"inst_bit_convert","Bit-Convert Instructions",5,10240,9720
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"inst_control","Control-Flow Instructions",3096,4096,3583
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"inst_compute_ld_st","Load/Store Instructions",4134,6226,5704
"Tesla K40m (0)","bitonicSort(int*, int, int, int)",78,"inst_misc","Misc Instructions",15384,18431,15974
