N	Blocks	Threads/Block	T_Par		T_Seq		Speed-Up
65536	65535	512		0.798222s
65536	32768	512		0.822819s
65536	16384	512		0.823826s
65536	8192	512		0.824526s
65536	4096	512		0.827381s
65536	2048	512		0.830842s
65536	1024	512		0.835100s
65536	512	512		0.858652s
65536	256	512		0.934836s
65536	128	512		1.077671s
65536	64	512		1.272536s
65536	32	512		1.160285s
65536	16	512		1.505515s
