N	Blocks	Threads/Block	T_Par		T_Seq		Speed-Up
65536	65535	1024		0.803692s
65536	32768	1024		0.827143s
65536	16384	1024		0.827358s
65536	8192	1024		0.827569s
65536	4096	1024		0.828248s
65536	2048	1024		0.831470s
65536	1024	1024		0.835308s
65536	512	1024		0.852662s
65536	256	1024		0.872417s
65536	128	1024		0.951862s
65536	64	1024		1.135805s
65536	32	1024		1.418295s
65536	16	1024		1.518791s
