==4229== NVPROF is profiling process 4229, command: ./odd_even_mergesort_profiling.out
==4229== Warning: Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==4229== Profiling application: ./odd_even_mergesort_profiling.out
==4229== Profiling result:
==4229== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"sm_efficiency","Multiprocessor Activity",69.068556%,80.642076%,74.698279%
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"gld_efficiency","Global Memory Load Efficiency",50.000000%,100.000000%,92.105263%
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"gst_efficiency","Global Memory Store Efficiency",26.502408%,94.528802%,71.412385%
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"l2_l1_read_hit_rate","L2 Hit Rate (L1 Reads)",0.000000%,50.000000%,8.019377%
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"warp_execution_efficiency","Warp Execution Efficiency",99.991736%,100.000000%,99.995897%
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"inst_per_warp","Instructions per warp",30.002563,51.000000,48.791497
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"shared_load_transactions","Shared Load Transactions",0,0,0
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"shared_store_transactions","Shared Store Transactions",0,0,0
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"gld_transactions","Global Load Transactions",16384,32768,20695
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"gst_transactions","Global Store Transactions",322,32768,14118
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"l1_shared_utilization","L1/Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"l2_utilization","L2 Cache Utilization","Low (2)","Mid (5)","Low (2)"
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"dram_utilization","Device Memory Utilization","Mid (4)","Mid (6)","Mid (5)"
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"alu_fu_utilization","Arithmetic Function Unit Utilization","Low (3)","Mid (6)","Mid (4)"
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"cf_executed","Executed Control-Flow Instructions",32768,32768,32768
"Tesla K40m (0)","oddEvenSortOdd(int*, int, int, int)",19,"ldst_executed","Executed Load/Store Instructions",32768,32768,32768
